파일명(MD),매칭된_노션출처(CSV),상태,사용된_매칭키
2002년 교육청 고1공통 11월 22 [3.00점].md,2002년 교육청 고1공통 11월 22 [3.00점],성공,2002년교육청고1공통11월22
2002년 교육청 고1공통 11월 23 [3.00점].md,2002년 교육청 고1공통 11월 23 [3.00점],성공,2002년교육청고1공통11월23
2002년 교육청 고1공통 11월 24 [3.00점].md,2002년 교육청 고1공통 11월 24 [3.00점],성공,2002년교육청고1공통11월24
2002년 교육청 고1공통 11월 25 [2.00점].md,2002년 교육청 고1공통 11월 25 [2.00점],성공,2002년교육청고1공통11월25
2002년 교육청 고1공통 11월 26 [2.00점].md,2002년 교육청 고1공통 11월 26 [2.00점],성공,2002년교육청고1공통11월26
2002년 교육청 고1공통 11월 27 [2.00점].md,2002년 교육청 고1공통 11월 27 [2.00점],성공,2002년교육청고1공통11월27
2002년 교육청 고1공통 11월 28 [3.00점].md,2002년 교육청 고1공통 11월 28 [3.00점],성공,2002년교육청고1공통11월28
2002년 교육청 고1공통 11월 29 [3.00점].md,2002년 교육청 고1공통 11월 29 [3.00점],성공,2002년교육청고1공통11월29
2002년 교육청 고1공통 11월 3 [2.00점].md,2002년 교육청 고1공통 11월 3 [2.00점],성공,2002년교육청고1공통11월3
2002년 교육청 고1공통 11월 30 [3.00점].md,2002년 교육청 고1공통 11월 30 [3.00점],성공,2002년교육청고1공통11월30
2002년 교육청 고1공통 11월 4 [2.00점].md,2002년 교육청 고1공통 11월 4 [2.00점],성공,2002년교육청고1공통11월4
2002년 교육청 고1공통 11월 5 [2.00점].md,2002년 교육청 고1공통 11월 5 [2.00점],성공,2002년교육청고1공통11월5
2002년 교육청 고1공통 11월 6 [3.00점].md,2002년 교육청 고1공통 11월 6 [3.00점],성공,2002년교육청고1공통11월6
2002년 교육청 고1공통 11월 7 [3.00점].md,2002년 교육청 고1공통 11월 7 [3.00점],성공,2002년교육청고1공통11월7
2002년 교육청 고1공통 11월 8 [2.00점].md,2002년 교육청 고1공통 11월 8 [2.00점],성공,2002년교육청고1공통11월8
2002년 교육청 고1공통 11월 9 [2.00점].md,2002년 교육청 고1공통 11월 9 [2.00점],성공,2002년교육청고1공통11월9
2002년 교육청 고1공통 6월 1 [2.00점].md,2002년 교육청 고1공통 6월 1 [2.00점],성공,2002년교육청고1공통6월1
2002년 교육청 고1공통 6월 10 [3.00점].md,2002년 교육청 고1공통 6월 10 [3.00점],성공,2002년교육청고1공통6월10
2002년 교육청 고1공통 6월 11 [2.00점].md,2002년 교육청 고1공통 6월 11 [2.00점],성공,2002년교육청고1공통6월11
2002년 교육청 고1공통 6월 12 [3.00점].md,2002년 교육청 고1공통 6월 12 [3.00점],성공,2002년교육청고1공통6월12
2002년 교육청 고1공통 6월 13 [3.00점].md,2002년 교육청 고1공통 6월 13 [3.00점],성공,2002년교육청고1공통6월13
2002년 교육청 고1공통 6월 14 [3.00점].md,2002년 교육청 고1공통 6월 14 [3.00점],성공,2002년교육청고1공통6월14
2002년 교육청 고1공통 6월 15 [3.00점].md,2002년 교육청 고1공통 6월 15 [3.00점],성공,2002년교육청고1공통6월15
2002년 교육청 고1공통 6월 16 [3.00점].md,2002년 교육청 고1공통 6월 16 [3.00점],성공,2002년교육청고1공통6월16
2002년 교육청 고1공통 6월 17 [3.00점].md,2002년 교육청 고1공통 6월 17 [3.00점],성공,2002년교육청고1공통6월17
2002년 교육청 고1공통 6월 18 [3.00점].md,2002년 교육청 고1공통 6월 18 [3.00점],성공,2002년교육청고1공통6월18
2002년 교육청 고1공통 6월 19 [3.00점].md,2002년 교육청 고1공통 6월 19 [3.00점],성공,2002년교육청고1공통6월19
2002년 교육청 고1공통 6월 2 [2.00점].md,2002년 교육청 고1공통 6월 2 [2.00점],성공,2002년교육청고1공통6월2
2002년 교육청 고1공통 6월 20 [3.00점].md,2002년 교육청 고1공통 6월 20 [3.00점],성공,2002년교육청고1공통6월20
2002년 교육청 고1공통 6월 21 [3.00점].md,2002년 교육청 고1공통 6월 21 [3.00점],성공,2002년교육청고1공통6월21
2002년 교육청 고1공통 6월 22 [3.00점].md,2002년 교육청 고1공통 6월 22 [3.00점],성공,2002년교육청고1공통6월22
2002년 교육청 고1공통 6월 23 [3.00점].md,2002년 교육청 고1공통 6월 23 [3.00점],성공,2002년교육청고1공통6월23
2002년 교육청 고1공통 6월 24 [3.00점].md,2002년 교육청 고1공통 6월 24 [3.00점],성공,2002년교육청고1공통6월24
2002년 교육청 고1공통 6월 25 [2.00점].md,2002년 교육청 고1공통 6월 25 [2.00점],성공,2002년교육청고1공통6월25
2002년 교육청 고1공통 6월 26 [2.00점].md,2002년 교육청 고1공통 6월 26 [2.00점],성공,2002년교육청고1공통6월26
2002년 교육청 고1공통 6월 27 [3.00점].md,2002년 교육청 고1공통 6월 27 [3.00점],성공,2002년교육청고1공통6월27
2002년 교육청 고1공통 6월 28 [3.00점].md,2002년 교육청 고1공통 6월 28 [3.00점],성공,2002년교육청고1공통6월28
2002년 교육청 고1공통 6월 29 [3.00점].md,2002년 교육청 고1공통 6월 29 [3.00점],성공,2002년교육청고1공통6월29
2002년 교육청 고1공통 6월 3 [2.00점].md,2002년 교육청 고1공통 6월 3 [2.00점],성공,2002년교육청고1공통6월3
2002년 교육청 고1공통 6월 30 [3.00점].md,2002년 교육청 고1공통 6월 30 [3.00점],성공,2002년교육청고1공통6월30
2002년 교육청 고1공통 6월 4 [2.00점].md,2002년 교육청 고1공통 6월 4,성공,2002년교육청고1공통6월4
2002년 교육청 고1공통 6월 5 [2.00점].md,2002년 교육청 고1공통 6월 5 [2.00점],성공,2002년교육청고1공통6월5
2002년 교육청 고1공통 6월 6 [3.00점].md,2002년 교육청 고1공통 6월 6 [3.00점],성공,2002년교육청고1공통6월6
2002년 교육청 고1공통 6월 7 [2.00점].md,2002년 교육청 고1공통 6월 7 [2.00점],성공,2002년교육청고1공통6월7
2002년 교육청 고1공통 6월 8 [2.00점].md,2002년 교육청 고1공통 6월 8 [2.00점],성공,2002년교육청고1공통6월8
2002년 교육청 고1공통 6월 9 [3.00점].md,2002년 교육청 고1공통 6월 9 [3.00점],성공,2002년교육청고1공통6월9
2002년 교육청 고2문과 11월 1 [2.00점] 이과.md,2002년 교육청 고2문과 11월 1 [2.00점],성공,2002년교육청고211월1
2002년 교육청 고2문과 11월 10 [2.00점] 이과.md,2002년 교육청 고2문과 11월 10 [2.00점],성공,2002년교육청고211월10
2002년 교육청 고2문과 11월 11 [3.00점] 이과.md,2002년 교육청 고2문과 11월 11 [3.00점],성공,2002년교육청고211월11
2002년 교육청 고2문과 11월 13 [3.00점] 이과.md,2002년 교육청 고2문과 11월 13 [3.00점],성공,2002년교육청고211월13
2002년 교육청 고2문과 11월 14 [3.00점] 이과.md,2002년 교육청 고2문과 11월 14 [3.00점],성공,2002년교육청고211월14
2002년 교육청 고2문과 11월 15 [3.00점] 이과.md,2002년 교육청 고2문과 11월 15 [3.00점],성공,2002년교육청고211월15
2002년 교육청 고2문과 11월 16 [3.00점] 이과.md,2002년 교육청 고2문과 11월 16 [3.00점],성공,2002년교육청고211월16
2002년 교육청 고2문과 11월 17 [3.00점] 이과.md,2002년 교육청 고2문과 11월 17 [3.00점],성공,2002년교육청고211월17
2002년 교육청 고2문과 11월 18 [3.00점] 이과.md,2002년 교육청 고2문과 11월 18 [3.00점],성공,2002년교육청고211월18
2002년 교육청 고2문과 11월 19 [3.00점] 이과.md,2002년 교육청 고2문과 11월 19 [3.00점],성공,2002년교육청고211월19
2002년 교육청 고2문과 11월 2 [2.00점] 이과.md,2002년 교육청 고2문과 11월 2 [2.00점],성공,2002년교육청고211월2
2002년 교육청 고2문과 11월 20 [3.00점] 이과.md,2002년 교육청 고2문과 11월 20 [3.00점],성공,2002년교육청고211월20
2002년 교육청 고2문과 11월 21 [3.00점] 이과.md,2002년 교육청 고2문과 11월 21 [3.00점],성공,2002년교육청고211월21
2002년 교육청 고2문과 11월 22 [3.00점] 이과.md,2002년 교육청 고2문과 11월 22 [3.00점],성공,2002년교육청고211월22
2002년 교육청 고2문과 11월 23 [2.00점] 이과.md,2002년 교육청 고2문과 11월 23 [2.00점],성공,2002년교육청고211월23
2002년 교육청 고2문과 11월 24 [3.00점] 이과.md,2002년 교육청 고2문과 11월 24 [3.00점],성공,2002년교육청고211월24
2002년 교육청 고2문과 11월 25 [2.00점] 이과.md,2002년 교육청 고2문과 11월 25 [2.00점],성공,2002년교육청고211월25
2002년 교육청 고2문과 11월 26 [2.00점] 이과.md,2002년 교육청 고2문과 11월 26 [2.00점],성공,2002년교육청고211월26
2002년 교육청 고2문과 11월 27 [3.00점] 이과.md,2002년 교육청 고2문과 11월 27 [3.00점],성공,2002년교육청고211월27
2002년 교육청 고2문과 11월 28 [3.00점] 이과.md,2002년 교육청 고2문과 11월 28 [3.00점],성공,2002년교육청고211월28
2002년 교육청 고2문과 11월 29 [3.00점] 이과.md,2002년 교육청 고2문과 11월 29 [3.00점],성공,2002년교육청고211월29
2002년 교육청 고2문과 11월 3 [2.00점] 이과.md,2002년 교육청 고2문과 11월 3 [2.00점],성공,2002년교육청고211월3
2002년 교육청 고2문과 11월 30 [3.00점] 이과.md,2002년 교육청 고2문과 11월 30 [3.00점],성공,2002년교육청고211월30
2002년 교육청 고2문과 11월 4 [2.00점] 이과.md,2002년 교육청 고2문과 11월 4 [2.00점],성공,2002년교육청고211월4
2002년 교육청 고2문과 11월 5 [2.00점] 이과.md,2002년 교육청 고2문과 11월 5 [2.00점],성공,2002년교육청고211월5
2002년 교육청 고2문과 11월 6 [3.00점] 이과.md,2002년 교육청 고2문과 11월 6 [3.00점],성공,2002년교육청고211월6
2002년 교육청 고2문과 11월 7 [3.00점] 이과.md,2002년 교육청 고2문과 11월 7 [3.00점],성공,2002년교육청고211월7
2002년 교육청 고2문과 11월 8 [2.00점] 이과.md,2002년 교육청 고2문과 11월 8 [2.00점],성공,2002년교육청고211월8
2002년 교육청 고2문과 11월 9 [3.00점] 이과.md,2002년 교육청 고2문과 11월 9 [3.00점],성공,2002년교육청고211월9
2002년 교육청 고2문과 6월 1 [2.00점] 이과.md,2002년 교육청 고2문과 6월 1 [2.00점],성공,2002년교육청고26월1
2002년 교육청 고2문과 6월 11 [3.00점] 이과.md,2002년 교육청 고2문과 6월 11 [3.00점],성공,2002년교육청고26월11
2002년 교육청 고2문과 6월 12 [3.00점] 이과.md,2002년 교육청 고2문과 6월 12 [3.00점],성공,2002년교육청고26월12
2002년 교육청 고2문과 6월 13 [3.00점] 이과.md,2002년 교육청 고2문과 6월 13 [3.00점],성공,2002년교육청고26월13
2002년 교육청 고2문과 6월 14 [3.00점] 이과.md,2002년 교육청 고2문과 6월 14 [3.00점],성공,2002년교육청고26월14
2002년 교육청 고2문과 6월 16 [3.00점] 이과.md,2002년 교육청 고2문과 6월 16 [3.00점],성공,2002년교육청고26월16
2002년 교육청 고2문과 6월 17 [3.00점] 이과.md,2002년 교육청 고2문과 6월 17 [3.00점],성공,2002년교육청고26월17
2002년 교육청 고2문과 6월 18 [3.00점] 이과.md,2002년 교육청 고2문과 6월 18 [3.00점],성공,2002년교육청고26월18
2002년 교육청 고2문과 6월 19 [3.00점] 이과.md,2002년 교육청 고2문과 6월 19 [3.00점],성공,2002년교육청고26월19
2002년 교육청 고2문과 6월 2 [2.00점] 이과.md,2002년 교육청 고2문과 6월 2 [2.00점],성공,2002년교육청고26월2
2002년 교육청 고2문과 6월 20 [3.00점] 이과.md,2002년 교육청 고2문과 6월 20 [3.00점],성공,2002년교육청고26월20
2002년 교육청 고2문과 6월 21 [3.00점] 이과.md,2002년 교육청 고2문과 6월 21 [3.00점],성공,2002년교육청고26월21
2002년 교육청 고2문과 6월 22 [3.00점] 이과.md,2002년 교육청 고2문과 6월 22 [3.00점],성공,2002년교육청고26월22
2002년 교육청 고2문과 6월 23 [3.00점] 이과.md,2002년 교육청 고2문과 6월 23 [3.00점],성공,2002년교육청고26월23
2002년 교육청 고2문과 6월 24 [3.00점] 이과.md,2002년 교육청 고2문과 6월 24 [3.00점],성공,2002년교육청고26월24
2002년 교육청 고2문과 6월 25 [2.00점] 이과.md,2002년 교육청 고2문과 6월 25 [2.00점],성공,2002년교육청고26월25
2002년 교육청 고2문과 6월 26 [3.00점] 이과.md,2002년 교육청 고2문과 6월 26 [3.00점],성공,2002년교육청고26월26
2002년 교육청 고2문과 6월 27 [2.00점] 이과.md,2002년 교육청 고2문과 6월 27 [2.00점],성공,2002년교육청고26월27
2002년 교육청 고2문과 6월 28 [3.00점] 이과.md,2002년 교육청 고2문과 6월 28 [3.00점],성공,2002년교육청고26월28
2002년 교육청 고2문과 6월 29 [3.00점] 이과.md,2002년 교육청 고2문과 6월 29 [3.00점],성공,2002년교육청고26월29
2002년 교육청 고2문과 6월 3 [2.00점] 이과.md,2002년 교육청 고2문과 6월 3 [2.00점],성공,2002년교육청고26월3
2002년 교육청 고2문과 6월 30 [3.00점] 이과.md,2002년 교육청 고2문과 6월 30 [3.00점],성공,2002년교육청고26월30
2002년 교육청 고2문과 6월 5 [2.00점] 이과.md,2002년 교육청 고2문과 6월 5 [2.00점],성공,2002년교육청고26월5
2002년 교육청 고2문과 6월 6 [2.00점] 이과.md,2002년 교육청 고2문과 6월 6 [2.00점],성공,2002년교육청고26월6
2002년 교육청 고2문과 6월 7 [3.00점] 이과.md,2002년 교육청 고2문과 6월 7 [2.00점],성공,2002년교육청고26월7
2002년 교육청 고2문과 6월 8 [2.00점] 이과.md,2002년 교육청 고2문과 6월 8 [2.00점],성공,2002년교육청고26월8
2002년 교육청 고2문과 6월 9 [3.00점] 이과.md,2002년 교육청 고2문과 6월 9 [3.00점],성공,2002년교육청고26월9
2002년 교육청 고2예체능 11월 10 [3.00점].md,2002년 교육청 고2문과 11월 10 [2.00점],성공,2002년교육청고211월10
2002년 교육청 고2예체능 11월 12 [3.00점].md,2002년 교육청 고2문과 11월 12 [3.00점],성공,2002년교육청고211월12
2002년 교육청 고2예체능 11월 12 [3.00점]_1.md,2002년 교육청 고2문과 11월 12 [3.00점],성공,2002년교육청고211월12
2002년 교육청 고2예체능 11월 13 [3.00점].md,2002년 교육청 고2문과 11월 13 [3.00점],성공,2002년교육청고211월13
2002년 교육청 고2예체능 11월 14 [3.00점].md,2002년 교육청 고2문과 11월 14 [3.00점],성공,2002년교육청고211월14
2002년 교육청 고2예체능 11월 2 [2.00점].md,2002년 교육청 고2문과 11월 2 [2.00점],성공,2002년교육청고211월2
2002년 교육청 고2예체능 11월 20 [3.00점].md,2002년 교육청 고2문과 11월 20 [3.00점],성공,2002년교육청고211월20
2002년 교육청 고2예체능 11월 21 [3.00점].md,2002년 교육청 고2문과 11월 21 [3.00점],성공,2002년교육청고211월21
2002년 교육청 고2예체능 11월 23 [2.00점].md,2002년 교육청 고2문과 11월 23 [2.00점],성공,2002년교육청고211월23
2002년 교육청 고2예체능 11월 24 [3.00점].md,2002년 교육청 고2문과 11월 24 [3.00점],성공,2002년교육청고211월24
2002년 교육청 고2예체능 11월 26 [2.00점].md,2002년 교육청 고2문과 11월 26 [2.00점],성공,2002년교육청고211월26
2002년 교육청 고2예체능 11월 28 [3.00점].md,2002년 교육청 고2문과 11월 28 [3.00점],성공,2002년교육청고211월28
2002년 교육청 고2예체능 11월 6 [2.00점].md,2002년 교육청 고2문과 11월 6 [3.00점],성공,2002년교육청고211월6
2002년 교육청 고2예체능 11월 7 [3.00점].md,2002년 교육청 고2문과 11월 7 [3.00점],성공,2002년교육청고211월7
2002년 교육청 고2예체능 11월 8 [2.00점].md,2002년 교육청 고2문과 11월 8 [2.00점],성공,2002년교육청고211월8
2002년 교육청 고2예체능 6월 1 [2.00점].md,2002년 교육청 고2문과 6월 1 [2.00점],성공,2002년교육청고26월1
