MD파일명,매칭된_Notion제목,상태,점수
2002년 교육청 고1공통 6월 3 [2.00점].md,2002년 교육청 고1공통 6월 3 [2.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 30 [3.00점].md,2002년 교육청 고1공통 6월 30 [3.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 4 [2.00점].md,2002년 교육청 고1공통 6월 4,SUCCESS,150.0
2002년 교육청 고1공통 6월 5 [2.00점].md,2002년 교육청 고1공통 6월 5 [2.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 6 [3.00점].md,2002년 교육청 고1공통 6월 6 [3.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 7 [2.00점].md,2002년 교육청 고1공통 6월 7 [2.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 8 [2.00점].md,2002년 교육청 고1공통 6월 8 [2.00점],SUCCESS,150.0
2002년 교육청 고1공통 6월 9 [3.00점].md,2002년 교육청 고1공통 6월 9 [3.00점],SUCCESS,150.0
2002년 교육청 고2문과 11월 1 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 1 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 10 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 10 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 11 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 11 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 13 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 13 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 14 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 14 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 15 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 15 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 16 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 16 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 17 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 17 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 18 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 18 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 19 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 19 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 2 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 2 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 20 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 20 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 21 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 21 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 22 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 22 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 23 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 23 [2.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 24 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 24 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 25 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 25 [2.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 26 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 26 [2.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 27 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 27 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 28 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 28 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 29 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 29 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 3 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 3 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 30 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 30 [3.00점],SUCCESS,131.1
2002년 교육청 고2문과 11월 4 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 4 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 5 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 5 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 6 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 6 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 7 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 7 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 8 [2.00점] 이과.md,2002년 교육청 고2예체능 11월 8 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 11월 9 [3.00점] 이과.md,2002년 교육청 고2예체능 11월 9 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 1 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 1 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 11 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 11 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 12 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 12 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 13 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 13 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 14 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 14 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 16 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 16 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 17 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 17 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 18 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 18 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 19 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 19 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 2 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 2 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 20 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 20 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 21 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 21 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 22 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 22 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 23 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 23 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 24 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 24 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 25 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 25 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 26 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 26 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 27 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 27 [2.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 28 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 28 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 29 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 29 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 3 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 3 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 30 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 30 [3.00점],SUCCESS,130.0
2002년 교육청 고2문과 6월 5 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 5 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 6 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 6 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 7 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 7 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 8 [2.00점] 이과.md,2002년 교육청 고2예체능 6월 8 [2.00점],SUCCESS,128.8
2002년 교육청 고2문과 6월 9 [3.00점] 이과.md,2002년 교육청 고2예체능 6월 9 [3.00점],SUCCESS,128.8
2002년 교육청 고2예체능 11월 10 [3.00점].md,2002년 교육청 고2예체능 11월 10 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 12 [3.00점].md,2002년 교육청 고2예체능 11월 12 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 13 [3.00점].md,2002년 교육청 고2예체능 11월 13 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 14 [3.00점].md,2002년 교육청 고2예체능 11월 14 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 2 [2.00점].md,2002년 교육청 고2예체능 11월 2 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 20 [3.00점].md,2002년 교육청 고2예체능 11월 20 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 21 [3.00점].md,2002년 교육청 고2예체능 11월 21 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 23 [2.00점].md,2002년 교육청 고2예체능 11월 23 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 24 [3.00점].md,2002년 교육청 고2예체능 11월 24 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 26 [2.00점].md,2002년 교육청 고2예체능 11월 26 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 28 [3.00점].md,2002년 교육청 고2예체능 11월 28 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 6 [2.00점].md,2002년 교육청 고2예체능 11월 6 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 7 [3.00점].md,2002년 교육청 고2예체능 11월 7 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 11월 8 [2.00점].md,2002년 교육청 고2예체능 11월 8 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 1 [2.00점].md,2002년 교육청 고2예체능 6월 1 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 10 [3.00점].md,2002년 교육청 고2예체능 6월 10 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 11 [3.00점].md,2002년 교육청 고2예체능 6월 11 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 12 [3.00점].md,2002년 교육청 고2예체능 6월 12 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 13 [3.00점].md,2002년 교육청 고2예체능 6월 13 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 15 [3.00점].md,2002년 교육청 고2예체능 6월 15 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 16 [3.00점].md,2002년 교육청 고2예체능 6월 16 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 17 [3.00점].md,2002년 교육청 고2예체능 6월 17 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 21 [3.00점].md,2002년 교육청 고2예체능 6월 21 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 22 [3.00점].md,2002년 교육청 고2예체능 6월 22 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 23 [3.00점].md,2002년 교육청 고2예체능 6월 23 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 25 [2.00점].md,2002년 교육청 고2예체능 6월 25 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 27 [2.00점].md,2002년 교육청 고2예체능 6월 27 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 29 [3.00점].md,2002년 교육청 고2예체능 6월 29 [3.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 4 [2.00점].md,2002년 교육청 고2예체능 6월 4 [2.00점],SUCCESS,150.0
2002년 교육청 고2예체능 6월 8 [2.00점].md,2002년 교육청 고2예체능 6월 8 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 1 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 1 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 1 [2.00점].md,2002년 교육청 고2이과 11월 1 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 10 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 10 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 11 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 11 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 11 [3.00점].md,2002년 교육청 고2이과 11월 11 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 12 [3.00점].md,2002년 교육청 고2이과 11월 12 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 13 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 13 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 14 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 14 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 15 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 15 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 15 [3.00점].md,2002년 교육청 고2이과 11월 15 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 16 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 16 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 16 [3.00점].md,2002년 교육청 고2이과 11월 16 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 17 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 17 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 17 [3.00점].md,2002년 교육청 고2이과 11월 17 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 18 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 18 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 18 [3.00점].md,2002년 교육청 고2이과 11월 18 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 19 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 19 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 19 [3.00점].md,2002년 교육청 고2이과 11월 19 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 2 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 2 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 20 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 20 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 21 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 21 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 22 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 22 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 22 [3.00점].md,2002년 교육청 고2이과 11월 22 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 23 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 23 [2.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 24 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 24 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 25 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 25 [2.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 25 [2.00점].md,2002년 교육청 고2이과 11월 25 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 26 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 26 [2.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 27 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 27 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 27 [3.00점].md,2002년 교육청 고2이과 11월 27 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 28 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 28 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 29 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 29 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 29 [3.00점].md,2002년 교육청 고2이과 11월 29 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 3 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 3 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 3 [2.00점].md,2002년 교육청 고2이과 11월 3 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 30 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 30 [3.00점],SUCCESS,131.1
2002년 교육청 고2이과 11월 30 [3.00점].md,2002년 교육청 고2이과 11월 30 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 4 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 4 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 4 [2.00점].md,2002년 교육청 고2이과 11월 4 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 5 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 5 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 5 [2.00점].md,2002년 교육청 고2이과 11월 5 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 11월 6 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 6 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 7 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 7 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 8 [2.00점] 문과.md,2002년 교육청 고2예체능 11월 8 [2.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 9 [3.00점] 문과.md,2002년 교육청 고2예체능 11월 9 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 11월 9 [3.00점].md,2002년 교육청 고2이과 11월 9 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 1 [2.00점] 문과.md,2002년 교육청 고2예체능 6월 1 [2.00점],SUCCESS,128.8
2002년 교육청 고2이과 6월 10 [3.00점].md,2002년 교육청 고2이과 6월 10 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 11 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 11 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 12 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 12 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 13 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 13 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 14 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 14 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 14 [3.00점].md,2002년 교육청 고2이과 6월 14 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 15 [3.00점].md,2002년 교육청 고2이과 6월 15 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 16 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 16 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 17 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 17 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 18 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 18 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 18 [3.00점].md,2002년 교육청 고2이과 6월 18 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 19 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 19 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 19 [3.00점].md,2002년 교육청 고2이과 6월 19 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 2 [2.00점] 문과.md,2002년 교육청 고2예체능 6월 2 [2.00점],SUCCESS,128.8
2002년 교육청 고2이과 6월 2 [2.00점].md,2002년 교육청 고2이과 6월 2 [2.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 20 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 20 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 20 [3.00점].md,2002년 교육청 고2이과 6월 20 [3.00점],SUCCESS,150.0
2002년 교육청 고2이과 6월 21 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 21 [3.00점],SUCCESS,130.0
2002년 교육청 고2이과 6월 22 [3.00점] 문과.md,2002년 교육청 고2예체능 6월 22 [3.00점],SUCCESS,130.0
